,회사명,거래소코드,회계년도,누적수익성비율,TMD,abs(영업현금흐름-당기순이익)/매출액,순운전자본비율,금융비용부담률,WW지수,target_3,Z,proba,정리
3700,(주)에이텍,45660,2014,0.474012286,0.483257919,0.010450228,21.65,-0.19,-59.05602801,0,-7.167894527,0.077035033,0
3701,(주)에이텍,45660,2015,0.872843001,0.503380397,0.086282314,19.3,-0.4,-53.24349617,0,-6.441273313,0.159183726,0
3702,(주)에이텍,45660,2016,0.829792483,0.205505843,0.034443982,28.67,-0.12,-56.50341737,0,-7.420208338,0.059866572,0
3703,(주)에이텍,45660,2017,0.83789857,0.231317788,0.013392647,11.62,-0.26,-56.13706967,0,-7.138577504,0.079325084,0
3704,(주)에이텍,45660,2018,0.901412197,0.270941038,0.05653462,13.24,-0.05,-55.72658682,0,-7.026866986,0.08869213,0
3705,(주)에이텍,45660,2019,0.915703059,0.207008632,0.00282096,16.79,-0.13,-56.13555484,0,-7.359499784,0.063611188,0
3706,(주)에이텍,45660,2020,0.943951858,0.052889104,0.026915789,19.4,-0.24,-57.81300853,0,-7.78865336,0.041423891,0
3707,(주)에이텍,45660,2021,0.977708726,0.05167279,0.070573516,31.39,-0.39,-54.83117792,0,-7.394308427,0.0614364,0
3708,(주)에이텍티앤,224110,2016,0.052110275,0.074195231,0.074981275,46.33,-0.91,-51.28330924,0,-5.752818982,0.316377996,0
3709,(주)에이텍티앤,224110,2017,0.098599158,0.719154884,0.179613073,26.16,-0.36,-58.06774662,0,-5.987058677,0.250474945,0
3710,(주)에이텍티앤,224110,2018,0.169499174,0.628464419,0.024024758,30.58,0.08,-64.16529872,0,-7.665645281,0.046843471,0
3712,(주)에이텍티앤,224110,2020,0.200538322,0.241649551,0.030063946,28.92,-0.14,-57.15012872,0,-6.673632588,0.126220437,0
3713,(주)에이텍티앤,224110,2021,0.217507634,0.205709121,0.061687942,29.78,-0.05,-57.56004934,0,-6.720862227,0.120404688,0
3736,(주)에이팸,73070,2012,0.480818315,0.319639059,0.000779528,31.09,-0.14,-51.15820435,0,-6.037043076,0.238291956,0
3737,(주)에이팸,73070,2013,0.491693786,0.336187079,0.039759077,33.84,-0.14,-51.83676234,0,-6.109064571,0.221769983,0
3738,(주)에이팸,73070,2014,0.509345343,0.380301172,0.142541728,38.4,-0.06,-54.39652838,0,-6.372600582,0.170480109,0
3739,(주)에이팸,73070,2015,0.563826627,0.21016694,0.038911672,43.36,-0.03,-56.02864279,0,-7.188027039,0.075500791,0
3740,(주)에이팸,73070,2016,0.564593799,0.280203505,0.075178121,45.73,-0.15,-55.73649628,0,-7.047375641,0.086893264,0
3741,(주)에이팸,73070,2017,0.359544239,0.219847719,0.064365275,47.54,-0.01,-52.31877231,0,-6.239320323,0.194738155,0
3742,(주)에이팸,73070,2018,0.31212247,0.099278435,0.044315841,17.11,0.08,-51.54533433,0,-5.668512959,0.344111405,0
3752,(주)에이프로젠헬스케어앤게임즈,109960,2018,-0.083751524,0.157818217,0.218416851,20.99,1.05,-56.36400171,0,-5.506730207,0.40429472,0
3754,(주)에이프로젠헬스케어앤게임즈,109960,2020,-0.06315194,0.040967827,0.743579804,41.09,-46.57,-51.65185823,0,-7.442941417,0.05852176,0
3761,(주)에임하이글로벌,43580,2017,-0.244440041,0.04212063,0.407120743,16.4,-0.07,-65.44074036,1,-6.53072007,0.14558331,"중국시장진출(자회사설립), 중국의 한한령"
3762,(주)에치에프알,230240,2019,0.345242804,0.155669753,0.079648673,44.46,-0.04,-52.31757406,0,-6.175547487,0.207535098,0
3764,(주)에치에프알,230240,2021,0.174717554,0.2903248,0.090144749,25.25,0.49,-57.22928662,0,-6.362414848,0.172222442,0
3765,(주)에코마케팅,230360,2017,0.402899329,0.146928431,0.01544081,69.19,-2.92,-58.14447862,0,-8.087252734,0.030733871,0
3766,(주)에코마케팅,230360,2018,0.433448931,0.159654184,0.023847479,67.03,-1.11,-63.93613405,0,-8.964892145,0.012780307,0
3767,(주)에코마케팅,230360,2019,0.490755532,0.05781186,0.108302277,64.56,-0.83,-62.29312258,0,-8.539876836,0.019547612,0
3768,(주)에코마케팅,230360,2020,0.51509076,0.046891134,0.020968079,66.08,-0.42,-64.05841555,0,-9.109561636,0.011059096,0
3769,(주)에코마케팅,230360,2021,0.430446557,0.198742655,0.066610933,36.33,-0.03,-58.74698001,0,-7.319442942,0.066209252,0
3776,(주)에코프로,86520,2017,-0.024674994,0.303027439,0.081881512,-3.24,2.11,-59.96870525,0,-6.012796783,0.244125988,0
3777,(주)에코프로,86520,2018,0.034806708,0.597624365,0.050668726,1.87,1.77,-62.11925862,0,-6.476139595,0.153737609,0
3778,(주)에코프로,86520,2019,0.127667096,0.969610739,0.074560748,11.54,1.43,-66.09964246,0,-7.197970002,0.074754368,0
3779,(주)에코프로,86520,2020,0.104784654,0.632536728,0.110837444,10.08,1.74,-69.87197663,0,-7.923635848,0.036195239,0
3780,(주)에코프로,86520,2021,0.107184505,0.604747409,0.278953111,19.07,0.65,-68.81778184,0,-7.561147325,0.052000743,0
3781,(주)에코프로비엠,247540,2020,0.169827757,0.09269464,0.091691245,14.5,0.48,-68.01828534,0,-8.245079822,0.026247825,0
3782,(주)에코프로비엠,247540,2021,0.157100497,0.07558465,0.133733927,8.86,0.28,-68.76300845,0,-8.19158313,0.027689836,0
3783,(주)에프알텍,73540,2012,0.52944085,0.674779918,0.010944206,44.11,-0.8,-71.113682,0,-9.691190449,0.006182194,0
3784,(주)에프알텍,73540,2013,0.547009859,0.735701938,0.034145903,39.69,-0.91,-53.35366195,0,-6.365745232,0.171650812,0
3785,(주)에프알텍,73540,2014,0.656552229,0.352024922,0.06259873,44.57,-1.77,-47.91458207,0,-5.859587041,0.284430821,0
3793,(주)에프앤가이드,64850,2021,0.227658948,0.359166532,0.044115342,17.98,-0.09,-55.80061363,0,-6.177152281,0.207203003,0
3805,(주)에프에스엔,214270,2018,-0.024589732,1.293766027,0.001363473,-6.74,2.56,-60.74907421,0,-5.623583521,0.359867812,0
3808,(주)에프에스엔,214270,2021,-0.033593443,0.273569882,0.019067086,24.93,1.3,-54.38504274,0,-5.69037848,0.336693952,0
3811,(주)에프에스티,36810,2014,0.239507735,1.240964464,0.123832475,1.26,1.68,-58.30910323,0,-5.467149815,0.420549122,0
3812,(주)에프에스티,36810,2015,0.24701483,0.774001191,0.103004596,-3.44,0.64,-59.19421387,0,-5.995661096,0.248334824,0
3813,(주)에프에스티,36810,2016,0.238147972,0.993523076,0.086578352,8.23,1.17,-59.85370608,0,-6.147893623,0.213341921,0
3814,(주)에프에스티,36810,2017,0.295011363,0.515829253,0.065896346,8.75,0.66,-59.090713,0,-6.497126719,0.150549527,0
3815,(주)에프에스티,36810,2018,0.379409028,0.603367815,0.078974154,14.79,0.23,-59.48172353,0,-6.722833506,0.120167855,0
3816,(주)에프에스티,36810,2019,0.390456789,0.43351258,0.009599936,8.52,0.19,-58.29602043,0,-6.711788644,0.121500828,0
3817,(주)에프에스티,36810,2020,0.391894785,0.167555233,0.052161196,11.3,0.41,-62.4062547,0,-7.544452932,0.052875687,0
3818,(주)에프에스티,36810,2021,0.33918127,0.248729635,0.026664108,10.16,0.44,-62.52389661,0,-7.484880299,0.056119526,0
3819,(주)에프엔씨엔터테인먼트,173940,2015,0.118897123,0.08336396,0.039795792,59.42,-0.87,-52.31336375,0,-6.318471543,0.179945288,0
3855,(주)엑셈,205100,2018,0.177782921,0.139588201,0.021044499,52.78,-0.54,-48.00916814,0,-5.504332263,0.405261425,0
3856,(주)엑셈,205100,2019,0.215372456,0.148363796,0.079233783,57.03,-1.68,-49.7197683,0,-5.866826963,0.282384794,0
3857,(주)엑셈,205100,2020,0.283210782,0.091755544,0.071953647,46.61,-1.25,-51.21184185,0,-6.081333972,0.227991643,0
3858,(주)엑셈,205100,2021,0.333544061,0.136646466,0.122543841,39.92,-1.15,-51.82916697,0,-5.989067252,0.249973609,0
3859,(주)엑시콘,92870,2016,0.438625066,0.257955681,0.06738186,27.08,0.12,-54.14823519,0,-6.304343832,0.182500873,0
3860,(주)엑시콘,92870,2017,0.535004322,0.109479482,0.003436631,30.21,0,-53.75585684,0,-6.681535735,0.125228074,0
3861,(주)엑시콘,92870,2018,0.47472658,0.53031718,0.056503878,40.76,0.48,-57.65999205,0,-7.027167223,0.088665529,0
3862,(주)엑시콘,92870,2019,0.435590612,0.480539124,0.175333508,22.29,0.84,-56.79379124,0,-6.226997563,0.197147953,0
3863,(주)엑시콘,92870,2020,0.48526561,0.113749772,0.082544721,27.94,-0.47,-60.49784575,0,-7.622460628,0.048909694,0
3864,(주)엑시콘,92870,2021,0.589066979,0.132391832,0.617592844,20.52,-0.23,-57.07413419,0,-5.65260562,0.349609781,0
3883,(주)엔에이치엔벅스,104200,2013,0.459593318,0.134111974,0.053847352,33.52,-1.29,-49.25013124,0,-5.779913786,0.307946929,0
3884,(주)엔에이치엔벅스,104200,2014,0.513302368,0.126965855,0.094569715,46.31,-1.73,-50.13477055,0,-6.153447265,0.212162888,0
3885,(주)엔에이치엔벅스,104200,2015,0.434781687,0.098095513,0.057588354,60.86,-1.63,-49.47442784,0,-6.265886494,0.189642505,0
3886,(주)엔에이치엔벅스,104200,2016,0.386069797,0.150575949,0.014062714,41.88,-1,-49.64965937,0,-5.953047821,0.259117882,0
3887,(주)엔에이치엔벅스,104200,2017,0.352215287,0.228031863,0.058025662,40.69,-0.43,-48.85326846,0,-5.540107686,0.391075002,0
3888,(주)엔에이치엔벅스,104200,2018,0.41175625,0.297911475,0.013686254,46.87,-0.08,-48.30938988,0,-5.662069897,0.346327991,0
3889,(주)엔에이치엔벅스,104200,2019,0.419560197,0.352262231,0.078717236,47.3,-0.64,-50.23768237,0,-5.870263361,0.281418799,0
3892,(주)엔에프씨,265740,2021,0.379338613,0.100656544,0.013138686,16.07,1.35,-55.20921056,0,-6.380611352,0.169122188,0
3893,(주)엔이능률,53290,2012,0.476569038,0.302208591,0.04080133,33.94,-0.48,-48.14598432,0,-5.472998808,0.418106767,0
3894,(주)엔이능률,53290,2013,0.486160961,0.474870062,0.114197364,34.62,-0.18,-55.86198741,0,-6.562869777,0.140983781,0
3895,(주)엔이능률,53290,2014,0.490470833,0.372936657,0.063930306,41.26,-0.3,-54.88434766,0,-6.701601378,0.122743388,0
3896,(주)엔이능률,53290,2015,0.519436783,0.398907268,0.075575378,46.4,-0.34,-54.84450159,0,-6.773413587,0.114247683,0
3897,(주)엔이능률,53290,2016,0.518851402,0.229830932,0.012769219,49.88,-0.28,-55.21870329,0,-7.158551844,0.077757557,0
3898,(주)엔이능률,53290,2017,0.422880434,0.602839202,0.028739931,31.58,-0.3,-55.63368169,0,-6.528470645,0.145910679,0
3901,(주)엔이능률,53290,2020,0.39705222,0.550009807,0.10089698,51.49,0.19,-56.14539961,0,-6.719900073,0.120520452,0
3902,(주)엔이능률,53290,2021,0.343621002,0.172351472,0.149825247,44.97,-0.12,-57.36843372,0,-6.907256476,0.099949893,0
3907,(주)엔지스테크널러지,208860,2020,-0.104230513,0.817945195,0.168411894,25.66,11.21,-65.07991618,0,-6.033056886,0.239241451,0
3919,(주)엔텔스,69410,2012,0.344799604,0.389651774,0.039376204,55.79,-1.85,-55.11482108,0,-6.948983913,0.095868974,0
3920,(주)엔텔스,69410,2013,0.374912169,0.264849582,0.07100223,51.48,-1.77,-56.34914259,0,-7.137317413,0.079425024,0
3921,(주)엔텔스,69410,2014,0.465058772,0.111072277,0.032138922,31.39,-1.18,-54.6681459,0,-6.787030837,0.11270423,0
3928,(주)엔텔스,69410,2021,0.54342472,0.133912205,0.089426087,58.65,-0.65,-48.80491527,0,-6.07895731,0.228532906,0
3933,(주)엔피케이,48830,2013,0.352295456,0.749183555,0.078708854,20.58,0.09,-53.89220876,0,-5.692452985,0.335998548,0
3934,(주)엔피케이,48830,2014,0.262226618,0.832766693,0.028512588,19.55,-0.17,-53.7193604,0,-5.614668939,0.363078525,0
3935,(주)엔피케이,48830,2015,0.236406995,0.402924433,0.061571017,9.41,-0.07,-54.03662664,0,-5.660818209,0.346760253,0
3936,(주)엔피케이,48830,2016,0.236979936,0.819182768,0.096903823,11.27,0.3,-55.19924621,0,-5.51340372,0.401616436,0
3937,(주)엔피케이,48830,2017,0.223035665,0.887283762,0.075588634,20.67,0.16,-55.90923672,0,-5.793346976,0.303850365,0
3938,(주)엔피케이,48830,2018,0.199238496,1.010528972,0.001813452,27.03,-0.24,-53.91036169,0,-5.641046486,0.353660039,0
3955,(주)엘아이에스,138690,2015,-0.022392896,0.202408209,0.036405696,13.69,1.72,-59.72534498,0,-6.453900254,0.157189499,0
3962,(주)엘앤씨바이오,290650,2019,0.313260653,0.031608465,0.069394896,64.46,-2.95,-55.98791351,0,-7.443253751,0.058503496,0
3963,(주)엘앤씨바이오,290650,2020,0.256143268,0.025601625,0.143450702,51.91,-0.27,-54.08082931,0,-6.432042108,0.160657616,0
3964,(주)엘앤씨바이오,290650,2021,0.310444037,0.017025848,0.102305318,39.1,0.06,-57.96438539,0,-7.081013788,0.084021365,0
3965,(주)엘앤에프,66970,2012,0.115136025,0.955095694,0.008252687,3.51,1.23,-58.24925977,0,-5.83397908,0.291787048,0
3967,(주)엘앤에프,66970,2014,0.043371095,1.302536849,0.004391981,2.87,1.51,-58.21455308,0,-5.483120831,0.413913457,0
3968,(주)엘앤에프,66970,2015,0.021444266,0.802990646,0.07052299,7.96,1.38,-57.50333954,0,-5.574243388,0.378000271,0
3969,(주)엘앤에프,66970,2016,0.042986347,0.332705121,0.056648727,12.78,1.28,-59.62777588,0,-6.409408833,0.164329242,0
3970,(주)엘앤에프,66970,2017,0.106751646,0.135151895,0.034864275,21.33,1.1,-62.26749812,0,-7.304067581,0.06723442,0
3971,(주)엘앤에프,66970,2018,0.139388245,0.20860664,0.044932999,17.59,0.71,-61.26739862,0,-7.066033037,0.085288462,0
3972,(주)엘앤에프,66970,2019,0.08368793,0.523284302,0.052754226,4.5,1.32,-59.59015072,0,-6.208362202,0.200848874,0
3973,(주)엘앤에프,66970,2020,0.038402718,0.133890997,0.169295098,11.57,1.56,-64.14921067,0,-7.019156055,0.089378059,0
3974,(주)엘앤에프,66970,2021,-0.064345428,0.11586565,0.026593569,43.88,1.25,-66.23235686,0,-8.167322883,0.02836962,0
3980,(주)엘엠에스,73110,2012,0.362974584,0.68308724,0.079534917,6.93,1.96,-57.74366516,0,-6.075507492,0.229320854,0
3981,(주)엘엠에스,73110,2013,0.418845957,0.43265561,0.14341231,5.33,1.31,-59.21184044,0,-6.440916428,0.159240456,0
3982,(주)엘엠에스,73110,2014,0.389679835,0.629733338,0.129379743,8.18,1.31,-62.60582769,0,-6.964254473,0.094417494,0
3983,(주)엘엠에스,73110,2015,0.437865715,1.08237365,0.181460956,19.99,1.55,-60.98705802,0,-6.486398545,0.152170873,0
3984,(주)엘엠에스,73110,2016,0.418852099,1.330692638,0.003532791,22.18,1.71,-58.8475274,0,-6.386269924,0.168169505,0
3985,(주)엘엠에스,73110,2017,0.470417526,1.033389669,0.228064195,17.33,1.32,-61.50392372,0,-6.512922712,0.148193628,0
3986,(주)엘엠에스,73110,2018,0.50795735,1.365437158,0.153986087,25.13,1.1,-59.66251708,0,-6.347214325,0.174855698,0
3987,(주)엘엠에스,73110,2019,0.445038713,0.783763877,0.103621132,19.91,0.52,-61.14676355,0,-6.992195654,0.091818262,0
3988,(주)엘엠에스,73110,2020,0.418882425,0.948541475,0.24696857,13.68,1.28,-59.62299349,0,-6.056855584,0.233628177,0
3989,(주)엘엠에스,73110,2021,0.397601135,1.501470078,0.047676751,8.57,1.85,-58.75261827,0,-5.889230194,0.276146077,0
3990,(주)엘오티베큠,83310,2012,0.612965964,0.218143015,0.04337648,30.95,-0.38,-51.35000693,0,-6.225991482,0.197346008,0
3991,(주)엘오티베큠,83310,2013,0.549110536,0.254600022,0.010434824,30.52,-0.18,-49.20929745,0,-5.791702844,0.304348824,0
3992,(주)엘오티베큠,83310,2014,0.55287652,0.42298153,0.116336634,30.44,-0.29,-51.34272103,0,-5.811653485,0.298354975,0
3993,(주)엘오티베큠,83310,2015,0.59862725,0.179508805,0.007547383,24.81,-0.27,-52.03116933,0,-6.336810619,0.176681111,0
3994,(주)엘오티베큠,83310,2016,0.542788693,0.183733823,0.038546176,23.45,-0.09,-49.03408425,0,-5.606205481,0.366153166,0
3995,(주)엘오티베큠,83310,2017,0.572220807,0.22884215,0.073436449,38.94,-0.02,-58.09151565,0,-7.399096764,0.061143104,0
3996,(주)엘오티베큠,83310,2018,0.587952329,0.57885959,0.001246205,22.81,-0.55,-60.15146449,0,-7.52730925,0.053789494,0
3997,(주)엘오티베큠,83310,2019,0.498071722,0.660721967,0.042164184,25.37,-0.21,-54.072353,0,-6.172420655,0.208183687,0
3998,(주)엘오티베큠,83310,2020,0.47413009,0.208679425,0.125222642,26.16,0.32,-60.85746644,0,-7.413454767,0.060272009,0
3999,(주)엘오티베큠,83310,2021,0.482420594,0.229942903,0.010758984,33.62,0.01,-62.55185201,0,-8.147073361,0.028949779,0
4013,(주)엠게임,58630,2021,0.421650788,0.04915799,0.085109057,55.96,-1.59,-51.40513517,0,-6.475294184,0.153867435,0
4014,(주)엠디에스테크,86960,2012,0.509000271,0.146690003,0.047912426,62.47,-4.16,-56.9315859,0,-7.919997615,0.036327118,0
4015,(주)엠디에스테크,86960,2013,0.505977219,0.185856351,0.038267165,56.29,-1.74,-57.99358462,0,-7.819330384,0.040172925,0
4016,(주)엠디에스테크,86960,2014,0.508782825,0.168637108,0.023302688,55.37,-1.23,-58.95872074,0,-7.991082151,0.033835309,0
4017,(주)엠디에스테크,86960,2015,0.53308083,0.134631343,0.040279452,56.22,-0.94,-57.36929818,0,-7.709279059,0.044844362,0
4018,(주)엠디에스테크,86960,2016,0.516749249,0.263698464,0.074001371,52.06,-0.48,-58.44886273,0,-7.610169054,0.049514282,0
4019,(주)엠디에스테크,86960,2017,0.576384088,0.214860882,0.037446117,50.15,0.11,-57.36802363,0,-7.544549313,0.052870594,0
4020,(주)엠디에스테크,86960,2018,0.522220263,0.344055852,0.097473969,50.83,0.05,-58.22632022,0,-7.405892266,0.060729266,0
4021,(주)엠디에스테크,86960,2019,0.60041172,0.387730999,0.007036707,51.16,-0.67,-51.57071384,0,-6.577386644,0.138954745,0
4022,(주)엠디에스테크,86960,2020,0.547652321,0.441308294,0.029296382,58.48,-0.25,-52.62759294,0,-6.689897632,0.12418659,0
4023,(주)엠디에스테크,86960,2021,0.449397496,0.425313187,0.069289754,44.22,4.01,-52.65482504,0,-5.9127545,0.269743064,0
4024,(주)엠씨넥스,97520,2013,0.173728097,2.007769411,0.096254256,-2.24,1.14,-63.21559155,0,-5.81736841,0.296659806,0
4025,(주)엠씨넥스,97520,2014,0.172183575,2.659203374,0.030521963,-2.62,1.01,-63.63555995,0,-5.638495079,0.354560319,0
4026,(주)엠씨넥스,97520,2015,0.236826753,0.650806279,0.130699094,-8.24,0.81,-64.76950711,0,-6.902678303,0.100408069,0
4028,(주)엠씨넥스,97520,2017,0.095472631,1.552002076,0.099350003,-16.13,1.01,-65.34438307,0,-6.167158352,0.209279802,0
4029,(주)엠씨넥스,97520,2018,0.220094923,1.424695102,0.137340484,-9.87,0.97,-65.66009774,0,-6.483805605,0.152565352,0
4030,(주)엠씨넥스,97520,2019,0.34925018,0.373715917,0.024875524,-2.01,0.28,-67.76989582,0,-8.180985106,0.027984771,0
4031,(주)엠씨넥스,97520,2020,0.43365623,0.277769513,0.01441118,12.72,0.23,-63.99980208,0,-7.947792019,0.035331682,0
4032,(주)엠아이텍,179290,2019,0.094882487,0.070833267,0.017057112,49.5,-1.04,-53.55994581,0,-6.428708788,0.161193168,0
4033,(주)엠아이텍,179290,2020,0.155660654,0.088686999,0.069149068,52.19,-0.68,-56.69668731,0,-6.947394085,0.096021364,0
4034,(주)엠아이텍,179290,2021,0.267086915,0.080893949,0.085119083,53.63,-0.48,-56.37269776,0,-7.013324884,0.089900291,0
4038,(주)엠에스씨,9780,2015,0.302111503,1.339051736,0.026279874,-2.89,0.98,-57.49524641,0,-5.575560227,0.377504711,0
4039,(주)엠에스씨,9780,2016,0.346498885,0.779419729,0.096572726,-0.82,0.97,-59.49755606,0,-6.214739807,0.199574563,0
4040,(주)엠에스씨,9780,2017,0.42205809,0.809791949,0.029650241,-0.29,0.81,-57.38768734,0,-6.108293129,0.221940752,0
4041,(주)엠에스씨,9780,2018,0.473537812,0.509098485,0.012088102,9.13,0.82,-58.07665989,0,-6.691384533,0.124002303,0
4042,(주)엠에스씨,9780,2019,0.50170985,0.814905923,0.022849255,10.2,0.68,-59.02590427,0,-6.703191136,0.12254865,0
4043,(주)엠에스씨,9780,2020,0.539815626,0.74715342,0.020038122,9.56,0.48,-58.76337702,0,-6.763958638,0.11533176,0
4044,(주)엠에스씨,9780,2021,0.565993722,0.661515024,0.042382242,17.95,0.31,-59.66117319,0,-7.107898682,0.081794377,0
4059,(주)엠투아이코퍼레이션,347890,2021,0.677319364,0.052660807,0.057627205,52.95,-0.57,-54.94932477,0,-7.399207206,0.061136356,0
4063,(주)엠투엔,33310,2015,0.313944162,0.598134648,0.043757842,-7.42,1.28,-56.7531529,0,-5.797900287,0.30247416,0
4072,(주)엠플러스,259630,2020,0.105821157,0.493494437,0.005134319,28.82,1.12,-59.32124358,0,-6.735512965,0.118655607,0
4074,(주)엠피대산,65150,2012,0.227607835,0.474275045,0.090444906,-31.25,0.24,-57.47296109,0,-5.46978639,0.419446418,0
4076,(주)엠피대산,65150,2014,0.231149475,0.133962553,0.001743346,-9.27,-0.05,-55.81705122,0,-5.996265152,0.248185233,0
4094,(주)연우,115960,2016,0.448548936,0.119206709,0.01635773,24.46,0.02,-54.89021754,0,-6.634882306,0.131200972,0
4095,(주)연우,115960,2017,0.437906378,0.194825658,0.050594213,14.94,0.17,-55.35365524,0,-6.40398285,0.165221836,0
4096,(주)연우,115960,2018,0.416263941,0.331698802,0.012904455,17.64,0.36,-55.80193907,0,-6.490029654,0.151620162,0
