848,시간,회사명,종목코드,공시제목,제출인
28,2019-03-15 19:14,크로바하이텍,043590,관리종목지정(상장폐지사유 발생),코스닥시장본부
27,2019-03-15 18:25,피앤텔,054340,"관리종목지정사유일부해제(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정 사유 해소 )",코스닥시장본부
26,2019-03-15 18:04,쌍용정보통신,010280,관리종목 해제(최근 4사업연도 연속 영업손실 발생 사유 해소),코스닥시장본부
25,2019-03-14 18:46,테라사이언스,073640,관리종목 해제,코스닥시장본부
24,2019-03-14 18:36,티사이언티픽,057680,관리종목지정(최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생),코스닥시장본부
23,2019-03-13 17:59,와이오엠,066430,관리종목 해제,코스닥시장본부
22,2019-03-12 15:46,에이리츠,140910,관리종목지정해제,유가증권시장본부
21,2019-03-08 18:08,테라셈,182690,관리종목지정(최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생),코스닥시장본부
20,2019-03-07 18:27,바이오빌,065940,관리종목지정사유추가(상장적격성 실질심사 대상 결정),코스닥시장본부
19,2019-03-06 18:25,노블엠앤비,106520,관리종목지정(파산신청),코스닥시장본부
18,2019-03-05 19:49,이엠앤아이,083470,관리종목지정사유추가(상장적격성 실질심사 대상 결정),코스닥시장본부
17,2019-02-27 19:39,에프티이앤이,065160,관리종목지정사유추가(회생절차개시신청),코스닥시장본부
16,2019-02-25 17:48,한솔피엔에스,010420,관리종목지정해제,유가증권시장본부
15,2019-02-22 18:41,바이오빌,065940,관리종목지정사유추가(파산신청),코스닥시장본부
14,2019-02-22 18:16,차바이오텍,085660,관리종목 해제(연구개발기업 상장관리 특례적용),코스닥시장본부
13,2019-02-20 17:32,이엠앤아이,083470,관리종목지정(회생절차 개시신청),코스닥시장본부
12,2019-02-15 13:52,바이오빌,065940,관리종목지정(회생절차 개시신청),코스닥시장본부
11,2019-02-13 18:20,상상인인더스트리,101000,관리종목지정사유일부해제(회생절차 개시신청 사유 해소),코스닥시장본부
10,2019-02-12 18:37,STX중공업,071970,관리종목지정해제,유가증권시장본부
9,2019-02-11 19:18,아이톡시,052770,관리종목지정(상장적격성 실질심사 대상 결정),코스닥시장본부
8,2019-02-01 17:23,하이소닉,106080,관리종목지정사유추가(회생절차 개시신청 ),코스닥시장본부
7,2019-01-28 18:30,하이소닉,106080,관리종목지정(상장적격성 실질심사 대상 결정),코스닥시장본부
6,2019-01-28 18:24,테크엘,064520,관리종목지정(상장적격성 실질심사 대상 결정),코스닥시장본부
5,2019-01-18 18:02,지유온,111820,관리종목지정사유일부해제(파산 신청 사유 해소),코스닥시장본부
4,2019-01-16 18:32,한국4호스팩,240540,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
3,2019-01-16 16:15,에스마크,030270,관리종목지정사유일부해제(불성실공시로 인한 관리종목 지정사유 해소),코스닥시장본부
2,2019-01-08 18:56,에이치디,102210,관리종목지정(상장적격성 실질심사 대상 결정 ),코스닥시장본부
1,2019-01-08 17:48,지유온,111820,관리종목지정사유추가(파산신청),코스닥시장본부
491,2018-12-31 14:52,휴림네트웍스,192410,관리종목지정사유일부해제(회생절차 개시신청 사유 해소),코스닥시장본부
490,2018-12-28 18:26,TIGER 은행,091220,ETF 관리종목지정 해제,유가증권시장본부
489,2018-12-14 18:46,엠벤처투자,019590,"관리종목지정사유일부해제(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정 사유 해소)",코스닥시장본부
488,2018-12-14 18:05,한국4호스팩,240540,관리종목지정(SPAC 상장예비심사청구서 미제출 등),코스닥시장본부
487,2018-11-30 18:03,차이나하오란,900090,관리종목지정사유추가(분기보고서 미제출),코스닥시장본부
486,2018-11-29 17:09,이엠앤아이,083470,관리종목 해제(파산 신청 사유 해소 ),코스닥시장본부
485,2018-11-23 19:04,한솔인티큐브,070590,"관리종목 해제(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정 사유 해소)",코스닥시장본부
484,2018-11-22 18:55,화진,134780,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
483,2018-11-22 18:05,이엠앤아이,083470,관리종목지정(파산신청),코스닥시장본부
482,2018-11-21 18:18,이엠앤아이,083470,관리종목 해제(파산 신청 사유 해소 ),코스닥시장본부
481,2018-11-21 17:54,피앤텔,054340,관리종목지정사유추가(상장적격성 실질심사 대상 결정 ),코스닥시장본부
480,2018-11-07 17:54,수성샐바시온,084180,관리종목지정(상장적격성 실질심사 대상 결정),코스닥시장본부
479,2018-11-02 18:05,이엠앤아이,083470,관리종목지정(파산신청),코스닥시장본부
478,2018-11-01 18:11,SBW생명과학,151910,관리종목 해제(주식분산기준미달 사유 해소),코스닥시장본부
477,2018-10-31 17:13,이엠앤아이,083470,관리종목 해제(파산 신청 사유 해소),코스닥시장본부
476,2018-10-30 18:02,에이스침대,003800,관리종목 해제(주식분산기준미달 사유 해소),코스닥시장본부
475,2018-10-24 17:51,이엠앤아이,083470,관리종목지정(파산신청),코스닥시장본부
474,2018-10-22 16:00,엠벤처투자,019590,관리종목지정사유추가(상장적격성 실질심사 대상 결정),코스닥시장본부
473,2018-10-19 18:22,지유온,111820,관리종목지정(상장적격성 실질심사 대상 결정),코스닥시장본부
472,2018-10-17 18:34,지유온,111820,관리종목 해제(파산 신청 사유 해소),코스닥시장본부
471,2018-10-16 18:41,케스피온,079190,관리종목지정(상장적격성 실질심사 대상 결정),코스닥시장본부
470,2018-10-12 17:53,수성샐바시온,084180,"관리종목 해제(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정 사유 해소)",코스닥시장본부
469,2018-10-08 20:36,썬텍,122800,관리종목지정(상장폐지사유 발생),코스닥시장본부
468,2018-10-02 17:42,한국특강,007280,관리종목지정해제(회생절차 종결결정),유가증권시장본부
467,2018-09-27 18:52,화진,134780,관리종목지정(상장적격성 실질심사 대상 결정),코스닥시장본부
466,2018-09-27 18:51,케이비제9호스팩,232270,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
465,2018-09-27 18:51,하이에이아이1호스팩,235010,관리종목지정사유추가(상장폐지사유 발생 ),코스닥시장본부
464,2018-09-27 10:21,엠벤처투자,019590,관리종목지정사유추가및일부해제,코스닥시장본부
463,2018-09-21 16:38,코드네이처,078940,관리종목지정사유일부해제(불성실공시로 인한 관리종목 지정사유 해소 ),코스닥시장본부
462,2018-09-21 16:08,지유온,111820,관리종목지정(파산신청),코스닥시장본부
461,2018-09-20 20:09,C&S자산관리,032040,관리종목지정사유일부해제(회생절차 개시신청 사유 해소),코스닥시장본부
460,2018-09-19 18:48,디에스케이,109740,관리종목지정사유일부해제(상장폐지 사유 해소),코스닥시장본부
459,2018-09-19 18:45,수성샐바시온,084180,관리종목지정사유일부해제(상장폐지 사유 해소),코스닥시장본부
458,2018-09-19 18:44,한솔인티큐브,070590,관리종목지정사유일부해제(상장폐지 사유 해소),코스닥시장본부
457,2018-09-10 18:08,차이나하오란,900090,관리종목지정사유추가(반기보고서 법정제출기한 익일부터 10일 이내 반기 검토(감사)보고서 미제출),코스닥시장본부
456,2018-09-06 18:01,현진소재,053660,관리종목지정사유일부해제(불성실공시로 인한 관리종목 지정사유 해소),코스닥시장본부
455,2018-08-29 18:09,넥스지,081970,관리종목지정사유추가(반기검토 의견거절),코스닥시장본부
454,2018-08-29 18:06,차이나하오란,900090,관리종목지정사유추가(반기보고서 미제출),코스닥시장본부
453,2018-08-29 17:56,수성샐바시온,084180,관리종목지정사유추가(반기검토의견거절),코스닥시장본부
452,2018-08-28 17:50,씨엔플러스,115530,관리종목지정사유추가(상장적격성 실질심사 대상 결정),코스닥시장본부
451,2018-08-24 18:23,다이나믹디자인,145210,관리종목지정해제,유가증권시장본부
450,2018-08-24 18:04,하이에이아이1호스팩,235010,관리종목지정(SPAC 상장예비심사청구서 미제출 등),코스닥시장본부
449,2018-08-23 18:15,아이톡시,052770,관리종목 해제(자본잠식률 50% 미만으로 회복 등),코스닥시장본부
448,2018-08-23 16:26,에프티이앤이,065160,관리종목지정사유추가및일부해제,코스닥시장본부
447,2018-08-22 18:21,케이비제9호스팩,232270,관리종목지정(SPAC 상장예비심사청구서 미제출 등),코스닥시장본부
446,2018-08-17 17:27,차바이오텍,085660,관리종목지정사유일부해제(반기보고서 미제출 사유 해소),코스닥시장본부
445,2018-08-16 18:38,트레이스,052290,관리종목지정사유추가및일부해제,코스닥시장본부
444,2018-08-16 07:11,에스마크,030270,[정정]관리종목지정사유추가(반기검토 의견거절 등),코스닥시장본부
443,2018-08-14 21:22,차바이오텍,085660,관리종목지정사유추가(반기보고서 미제출),코스닥시장본부
442,2018-08-14 21:11,씨씨에스,066790,관리종목지정사유추가(반기검토의견 범위제한 한정),코스닥시장본부
441,2018-08-14 21:10,와이오엠,066430,관리종목지정(자본잠식률 50% 이상 등),코스닥시장본부
440,2018-08-14 21:10,C&S자산관리,032040,관리종목지정사유추가(자기자본 10억원 미만),코스닥시장본부
439,2018-08-14 21:10,파티게임즈,194510,관리종목지정사유추가(반기검토(감사)의견 의견거절),코스닥시장본부
438,2018-08-14 21:09,아이톡시,052770,관리종목지정사유추가(반기보고서 미제출),코스닥시장본부
437,2018-08-14 21:06,레이젠,047440,관리종목지정사유추가(반기검토 의견거절),코스닥시장본부
436,2018-08-14 21:06,모다,149940,관리종목지정사유추가(반기검토 의견거절 등),코스닥시장본부
435,2018-08-14 21:05,트레이스,052290,관리종목지정사유추가(반기보고서 미제출),코스닥시장본부
434,2018-08-14 21:04,위너지스,026260,관리종목지정사유추가(반기검토 의견거절),코스닥시장본부
433,2018-08-14 20:56,한솔인티큐브,070590,관리종목지정사유추가(반기검토의견 범위제한 한정),코스닥시장본부
432,2018-08-14 20:50,엠피대산,065150,관리종목지정(반기검토 의견거절),코스닥시장본부
431,2018-08-14 20:47,디에스케이,109740,관리종목지정사유추가(반기검토 의견거절),코스닥시장본부
430,2018-08-14 20:47,행남사,008800,관리종목지정사유일부해제(자본잠식률 50% 미만으로 회복),코스닥시장본부
429,2018-08-14 20:44,상상인인더스트리,101000,관리종목지정사유추가(자본잠식률 50% 이상 등),코스닥시장본부
428,2018-08-14 20:43,우성아이비,194610,관리종목지정사유추가(반기검토 의견거절),코스닥시장본부
427,2018-08-14 20:43,엠벤처투자,019590,관리종목지정사유추가(반기검토 의견거절),코스닥시장본부
426,2018-08-14 20:43,데코앤이,017680,관리종목지정(반기검토 의견거절),코스닥시장본부
425,2018-08-14 20:43,에스마크,030270,관리종목지정사유추가(반기검토 의견거절)[정],코스닥시장본부
424,2018-08-14 20:15,피앤텔,054340,"관리종목지정(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정)",코스닥시장본부
423,2018-08-14 20:14,휴림네트웍스,192410,"관리종목지정사유추가(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정 )",코스닥시장본부
422,2018-08-14 20:10,디젠스,113810,"관리종목지정(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정)",코스닥시장본부
421,2018-08-14 20:09,코드네이처,078940,관리종목지정사유일부해제(자본잠식률 50% 미만으로 회복 ),코스닥시장본부
420,2018-08-14 20:09,에프티이앤이,065160,관리종목지정사유추가(반기보고서 미제출 ),코스닥시장본부
419,2018-08-14 20:08,지디,155960,"관리종목지정사유추가(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정)",코스닥시장본부
418,2018-08-14 19:46,삼화전자공업,011230,관리종목지정,유가증권시장본부
417,2018-08-14 19:32,다이나믹디자인,145210,관리종목지정,유가증권시장본부
